"Debat","idContribution","Type","Contribution","Cree","idCommentaire","Pour","Contre","Reponse","idAuteur","Auteur","Age","CodePostal","Categorie",
"5- Les expériences de l'identité numérique","5e6952c6d0ac9ac87a631d72","Reponse","Service de fournisseur d’identité  régalien payé par nos impôts (comme nos écoles; nos forces de police; notre système de justice;...)

Le fait de mettre un modèle économique associé à un fournisseur d’identité = stratégie de retour sur investissement = risque de dérives et risques d’arbitrage sur les investissements permanents nécessaires à la sécurité de la solution.
Que se passerait-il si un fournisseur d’identité sur un critère de rentabilité débraillait ses investissements sur la sécurité de la solution ou faisait pression sur les coûts de ses prestataires au détriment de la sécurité... 

Fournisseur d’identité doit être dans un giron régalien et sans modèle économique avec comme unique finalité de fournir une solution sécurisée fiable et robuste  (vs réaliser un profit).

","11/03/2020 21:06:14","5e6811abd0ac9ac87a631c6c",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"5- Les expériences de l'identité numérique","5e6a4dd7d0ac9ac87a631e18","VoteCommentaire","positive","12/03/2020 14:57:27","5e6811abd0ac9ac87a631c6c",0,0,0,"5e6a4cf3d0ac9ac87a631e09","Masqué","50-65",13530,"Fonctionnaire ou contractuel-le du secteur public",
"5- Les expériences de l'identité numérique","5e6aa224d0ac9ac87a631eed","Reponse","@Jacques : le contrat entre l'état et le FI privé sert à poser des garde-fous; il faut qu'il soit très bien rédigé avec des amendes dissuasives et pourquoi pas une clause de 'nationalisation' en cas de dérive excessive ?
Si régalien uniquement alors (cf autre post) il faut arrêter le sketch avec FranceConnect une fois pour toute ! ","12/03/2020 20:57:08","5e6811abd0ac9ac87a631c6c",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e6cb118d0ac9ac87a631f83","VoteCommentaire","positive","14/03/2020 10:25:28","5e6811abd0ac9ac87a631c6c",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e6d2aa7d0ac9ac87a632037","VoteCommentaire","positive","14/03/2020 19:04:07","5e6811abd0ac9ac87a631c6c",0,0,0,"5e6d2a6ad0ac9ac87a632032","Masqué","30-49",,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e75f683d0ac9ac87a6321b6","VoteCommentaire","positive","21/03/2020 11:12:03","5e6811abd0ac9ac87a631c6c",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"5- Les expériences de l'identité numérique","5e8540724877f8f1cf641a98","VoteCommentaire","positive","02/04/2020 01:31:30","5e6811abd0ac9ac87a631c6c",0,0,0,"5e853a2f4877f8f1cf641a91","Masqué",,75012,,
"5- Les expériences de l'identité numérique","5e89cc4c4877f8f1cf641af3","VoteCommentaire","positive","05/04/2020 12:17:16","5e6811abd0ac9ac87a631c6c",0,0,0,"5e775bded0ac9ac87a632203","Masqué",,,,
"5- Les expériences de l'identité numérique","5e9d858c91c76f0386092c66","VoteCommentaire","positive","20/04/2020 11:20:44","5e6811abd0ac9ac87a631c6c",0,0,0,"5e9d780791c76f0386092c17","Masqué",,,,
"3- La protection de l'identité numérique","5e681537d0ac9ac87a631c73","Commentaire","Pour éviter des vols de données sur une base de données centralisée d’identités numériques (ex databreach du fichier des Idnum anglaises) l’Etat doit mettre en place un dispositif technique robuste ; en veille permanente en terme de cyber sécurité; non assujéti à des contraintes budgétaires.
Des garanties bien plus importantes qu’une qualification « livresque » basée sur des éléments déclaratifs ou des éléments d’auditeur privés peu regardant.","10/03/2020 22:31:19","5e681537d0ac9ac87a631c73",6,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"3- La protection de l'identité numérique","5e6cd2fad0ac9ac87a631feb","VoteCommentaire","positive","14/03/2020 12:50:02","5e681537d0ac9ac87a631c73",0,0,0,"5e6cd189d0ac9ac87a631fe0","Masqué",,,,
"3- La protection de l'identité numérique","5e75f5dcd0ac9ac87a6321a6","VoteCommentaire","positive","21/03/2020 11:09:16","5e681537d0ac9ac87a631c73",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"3- La protection de l'identité numérique","5e786146d0ac9ac87a63223f","VoteCommentaire","positive","23/03/2020 07:12:06","5e681537d0ac9ac87a631c73",0,0,0,"5e7852e1d0ac9ac87a632221","Masqué","18-29",13300,"Étudiant-e",
"3- La protection de l'identité numérique","5e82ff9f1593774f97033fdc","VoteCommentaire","positive","31/03/2020 08:30:23","5e681537d0ac9ac87a631c73",0,0,0,"5e82f5d11593774f97033f41","Masqué","18-29",92250,"Étudiant-e",
"3- La protection de l'identité numérique","5e8370244877f8f1cf641a7c","VoteCommentaire","positive","31/03/2020 16:30:28","5e681537d0ac9ac87a631c73",0,0,0,"5e821ac51593774f97033ec4","Masqué","50-65",13360,"Salarié-e du secteur privé",
"3- La protection de l'identité numérique","5e8c29174877f8f1cf641b01","VoteCommentaire","positive","07/04/2020 07:17:43","5e681537d0ac9ac87a631c73",0,0,0,"5e8c28fe4877f8f1cf641b00","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e681769d0ac9ac87a631c7e","Commentaire","Une unique identité numérique fournit par l’état et dont la sécurité est assurée et Garantie par l’Etat.
Un dispositif basée sur la nouvelle carte d’identité numérique avec une carte a puce et dont l’usage nécessite obligatoirement cette carte (lecteur ou rfid).
Bref pas un Google Connect; Facebook connect ou un simple identifiant ameli ou mobile connect.","10/03/2020 22:40:41","5e681769d0ac9ac87a631c7e",8,1,3,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e68af0ad0ac9ac87a631d1d","VoteCommentaire","positive","11/03/2020 09:27:38","5e681769d0ac9ac87a631c7e",0,0,0,"5e68a67dd0ac9ac87a631d0f","Masqué","50-65",67114,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e69fa9ed0ac9ac87a631dd5","VoteCommentaire","positive","12/03/2020 09:02:22","5e681769d0ac9ac87a631c7e",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e69fadcd0ac9ac87a631dd9","Reponse","Bonjour;
La limite se trouve dans le support physique que vous proposez : une carte à puce. Cette carte serait la simple évolution ""digitale"" de notre CNI. L'identité numérique est un sujet connexe; mais un autre sujet selon moi.","12/03/2020 09:03:24","5e681769d0ac9ac87a631c7e",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6cb780d0ac9ac87a631f9f","VoteCommentaire","positive","14/03/2020 10:52:48","5e681769d0ac9ac87a631c7e",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6cb7ebd0ac9ac87a631fa4","Reponse","Je pense que l'obligation de posséder un objet physique en plus d'autres informations connues des deux parties protègerait grandement le système contre l'usurpation par attaque purement électronique...","14/03/2020 10:54:35","5e681769d0ac9ac87a631c7e",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6ce74fd0ac9ac87a632007","VoteCommentaire","positive","14/03/2020 14:16:47","5e681769d0ac9ac87a631c7e",0,0,0,"5c88e0f0a7e4fe00a4f83753","Masqué","50-65",31500,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6e0619d0ac9ac87a63207a","VoteCommentaire","positive","15/03/2020 10:40:25","5e681769d0ac9ac87a631c7e",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e7251f4d0ac9ac87a63213b","VoteCommentaire","positive","18/03/2020 16:53:08","5e681769d0ac9ac87a631c7e",0,0,0,"5e724bd4d0ac9ac87a632136","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e7540f0d0ac9ac87a632171","Reponse","En phase avec le commentaire de Toony","20/03/2020 22:17:20","5e681769d0ac9ac87a631c7e",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e75f51ed0ac9ac87a632192","VoteCommentaire","positive","21/03/2020 11:06:06","5e681769d0ac9ac87a631c7e",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e7e4e921593774f97033e8f","VoteCommentaire","positive","27/03/2020 19:05:54","5e681769d0ac9ac87a631c7e",0,0,0,"5e7e39821593774f97033e6e","Masqué","18-29",69006,"Artisan ou entrepreneur",
"2- Les enjeux éthiques de l'identité numérique","5ecbe62691c76f0386092f37","VoteCommentaire","negative","25/05/2020 15:37:10","5e681769d0ac9ac87a631c7e",0,0,0,"5ecbcecb91c76f0386092f0c","Masqué",,74000,,
"4- Les usages de l'identité numérique","5e681833d0ac9ac87a631c8b","Commentaire","Usage de l’identité numérique uniquement en possession de la nouvelle carte d’identité : lecteur de carte ou rfid","10/03/2020 22:44:03","5e681833d0ac9ac87a631c8b",2,3,8,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5e681d51d0ac9ac87a631cb4","Reponse","Donc possession de la CNIe à chaque usage ? un peu lourd...
Lecteur de carte c'est pas facile à mettre en oeuvre en 2020 sur les OS; butineurs internet; smartphone etc... une galère pour les pauvres personnes qui seront au niveau du SUPPORT","10/03/2020 23:05:53","5e681833d0ac9ac87a631c8b",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e68aed0d0ac9ac87a631d19","VoteCommentaire","positive","11/03/2020 09:26:40","5e681833d0ac9ac87a631c8b",0,0,0,"5e68a67dd0ac9ac87a631d0f","Masqué","50-65",67114,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e694a8ed0ac9ac87a631d65","Reponse","Je comprends mais une authentification forte par sms ou via une application n’est hélas pas suffisante car déjà fait l’objet de l’hacking. Le seul moyen est d’avoir un certificat sur un support physique.","11/03/2020 20:31:10","5e681833d0ac9ac87a631c8b",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5e6a4da8d0ac9ac87a631e14","VoteCommentaire","negative","12/03/2020 14:56:40","5e681833d0ac9ac87a631c8b",0,0,0,"5e6a4cf3d0ac9ac87a631e09","Masqué","50-65",13530,"Fonctionnaire ou contractuel-le du secteur public",
"4- Les usages de l'identité numérique","5e6a9b97d0ac9ac87a631ecf","VoteCommentaire","negative","12/03/2020 20:29:11","5e681833d0ac9ac87a631c8b",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5e6cd539d0ac9ac87a631ff3","VoteCommentaire","positive","14/03/2020 12:59:37","5e681833d0ac9ac87a631c8b",0,0,0,"5e6cd189d0ac9ac87a631fe0","Masqué",,,,
"4- Les usages de l'identité numérique","5ec5a1ba91c76f0386092e21","Reponse","L'authentification par SMS n'est pas un procédé d'authentification fort. 
L'authentification forte n'impose pas forcément le recours a la carte physique de manière systématique.
Pour une identification de niveau élevé; une authentification forte avec utilisation de la carte sera nécessaire.
Pour une identification de niveau substantiel; une authentification forte avec utilisation d'une carte virtuelle dans un téléphone est possible.","20/05/2020 21:31:38","5e681833d0ac9ac87a631c8b",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5ec5a68391c76f0386092e3d","Reponse","Le niveau substantielle n’est pas suffisant; il faut que la solution soit sur un niveau eIdas élevé (cf les autres pays européens).","20/05/2020 21:52:03","5e681833d0ac9ac87a631c8b",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5ec5a76291c76f0386092e42","Reponse","N'est pas suffisant pour quoi ? Chaque fournisseur de service définit le niveau attendu (faible; substantiel ou élevé). Le CID 2015/1502 définit qu'a partir du niveau substantiel le moyen d'authentification doit utiliser deux facteurs d'authentification de nature différente (authentification forte en langage commun).","20/05/2020 21:55:46","5e681833d0ac9ac87a631c8b",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5ec5a85891c76f0386092e51","Reponse","EIdas élevé définit 2 choses :
- contrôles renforcés lors de là créations de l’identité numérique 
- une authentification forte avec un Secure element crypto physique (dans la cnie par ex).
Allez vous balader sur le darkweb pour évaluer la robustesse du push notif des appli mobiles...","20/05/2020 21:59:52","5e681833d0ac9ac87a631c8b",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5ec5a9d091c76f0386092e56","Reponse","Pour l'identité numérique régalienne bien évidemment que le niveau élevé sera nécessaire et comme l'ANSSI demande une qualification de niveau renforcée et bien nous aurons une puce de type secure element sur le plastique de nos cartes. Cependant l'authentification forte ne se resume pas a l'utilisation d'une carte a puce. Récemment La Poste a obtenue le niveau substantiel avec un mécanisme d'authentification fort basé sur une application mobile développée par Thales DIS (ex Gemalto).
Au quotidien nous utiliserons notre mobile pour nous authentifier sur internet; l'utilisation de la puce des cartes d'identité sera marginal.","20/05/2020 22:06:08","5e681833d0ac9ac87a631c8b",0,0,0,"5ec5862791c76f0386092dae","Masqué","30-49",91450,"Salarié-e du secteur privé",
"4- Les usages de l'identité numérique","5ec5ab8b91c76f0386092e61","Reponse","Je pense à l’inverse de vous que seul le niveau élevé d’une identité numérique doit être proposée : donc pas de substantiel possible.
Rappel 
Substantiel : l'objectif est de réduire substantiellement le risque d'utilisation abusive ou d'altération de l'identité ; 
Élevé : à ce niveau; l'objectif est d'empêcher l'utilisation abusive ou l'altération de l'identité

Sur l’identité numerique; il ne faut pas transiger sur ce sujet.","20/05/2020 22:13:31","5e681833d0ac9ac87a631c8b",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"4- Les usages de l'identité numérique","5ec654eb91c76f0386092e90","VoteCommentaire","negative","21/05/2020 10:16:11","5e681833d0ac9ac87a631c8b",0,0,0,"5ec6547091c76f0386092e8d","Masqué","30-49",92400,"Fonctionnaire ou contractuel-le du secteur public",
"5- Les expériences de l'identité numérique","5e681d93d0ac9ac87a631cb8","Commentaire","L’état belge a abandonné son rôle régalien en déléguant à un consortium privé le déploiement des usages avec l’appli itsme qui monétise l’usage auprès d’entreprises privées.

L’Estonie semble être le seul état (?) qui semble avoir gardé la main sur l’identité numérique de ses citoyens.","10/03/2020 23:06:59","5e681d93d0ac9ac87a631cb8",2,0,3,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"5- Les expériences de l'identité numérique","5e682040d0ac9ac87a631cda","Reponse","Disons qu'après quelques années d'errements divers... c'était la seule solution pour aller vite mais les cartes d'identité électroniques restent domaine régalien de l'état Belge...","10/03/2020 23:18:24","5e681d93d0ac9ac87a631cb8",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e694de9d0ac9ac87a631d6e","Reponse","Sur ces sujets éthiques et societaux ne doivent pas être arbitrés dans la précipitation et sans une consultation publique...
Même si l’état belge garde les cartes d’identité électronique; le fournisseur d’identité numérique privé itsme  (consortium de banques et télécoms dont BNP et Orange belgium) est en train de monter une base de données centralisées de citoyens belges dont l’usage est monétisé entre 1 et 2 euros par citoyens par an...
Souhaitons nous d’un tel modèle ? ","11/03/2020 20:45:29","5e681d93d0ac9ac87a631cb8",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"5- Les expériences de l'identité numérique","5e6a7584d0ac9ac87a631e71","VoteCommentaire","positive","12/03/2020 17:46:44","5e681d93d0ac9ac87a631cb8",0,0,0,"5e6a74a9d0ac9ac87a631e58","Masqué","65 ou plus",45000,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e6aa118d0ac9ac87a631edf","Reponse","@Jacques : consultation publique; pas facile de créer des questions qui soient un minimum compréhensibles; sujet pas simple. Sur cette consultation les ""explications"" sont déjà assez liminaires je trouve ;-(
Pour items je ne vois pas trop le rapport avec les telco en effet mais les banques sont fort intéressées car généralement en Belgique les clients utilisent un boitier type digipass pour accéder à leur banque en ligne; boitier par banque avec un cout au moins 15 fois plus élevé ... pour les banques.","12/03/2020 20:52:40","5e681d93d0ac9ac87a631cb8",0,0,0,"5e67607ed0ac9ac87a631b5a","Masqué","50-65",67115,"Salarié-e du secteur privé",
"5- Les expériences de l'identité numérique","5e75f665d0ac9ac87a6321b0","VoteCommentaire","positive","21/03/2020 11:11:33","5e681d93d0ac9ac87a631cb8",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e681f14d0ac9ac87a631cca","Commentaire","Engagement de l’Etat que les données de connexion sur les sites Internet; les données comportementales; etc liées à une identité numérique; ne seront ni exploitées; ni revendues (nominativement ou de manière agrégée).","10/03/2020 23:13:24","5e681f14d0ac9ac87a631cca",15,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e689996d0ac9ac87a631d04","VoteCommentaire","positive","11/03/2020 07:56:06","5e681f14d0ac9ac87a631cca",0,0,0,"5e689904d0ac9ac87a631cfd","Masqué","50-65",76620,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e68c170d0ac9ac87a631d25","VoteCommentaire","positive","11/03/2020 10:46:08","5e681f14d0ac9ac87a631cca",0,0,0,"5e6761add0ac9ac87a631b5d","Masqué","30-49",87800,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e6a4dc5d0ac9ac87a631e16","VoteCommentaire","positive","12/03/2020 14:57:09","5e681f14d0ac9ac87a631cca",0,0,0,"5e6a4cf3d0ac9ac87a631e09","Masqué","50-65",13530,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e6a68a3d0ac9ac87a631e37","VoteCommentaire","positive","12/03/2020 16:51:47","5e681f14d0ac9ac87a631cca",0,0,0,"5e677ed0d0ac9ac87a631baa","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6cb7fcd0ac9ac87a631faa","VoteCommentaire","positive","14/03/2020 10:54:52","5e681f14d0ac9ac87a631cca",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6ce725d0ac9ac87a632003","VoteCommentaire","positive","14/03/2020 14:16:05","5e681f14d0ac9ac87a631cca",0,0,0,"5c88e0f0a7e4fe00a4f83753","Masqué","50-65",31500,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6e0595d0ac9ac87a63206a","VoteCommentaire","positive","15/03/2020 10:38:13","5e681f14d0ac9ac87a631cca",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e72457ad0ac9ac87a63212d","VoteCommentaire","positive","18/03/2020 15:59:54","5e681f14d0ac9ac87a631cca",0,0,0,"5e724372d0ac9ac87a632116","Masqué","18-29",75018,"Étudiant-e",
"2- Les enjeux éthiques de l'identité numérique","5e75f56cd0ac9ac87a63219a","VoteCommentaire","positive","21/03/2020 11:07:24","5e681f14d0ac9ac87a631cca",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e79e5e61593774f97033da4","VoteCommentaire","positive","24/03/2020 10:50:14","5e681f14d0ac9ac87a631cca",0,0,0,"5e74f72ad0ac9ac87a63216a","Masqué","30-49",75018,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e7e4e4b1593774f97033e8d","VoteCommentaire","positive","27/03/2020 19:04:43","5e681f14d0ac9ac87a631cca",0,0,0,"5e7e39821593774f97033e6e","Masqué","18-29",69006,"Artisan ou entrepreneur",
"2- Les enjeux éthiques de l'identité numérique","5e82fc4f1593774f97033f82","VoteCommentaire","positive","31/03/2020 08:16:15","5e681f14d0ac9ac87a631cca",0,0,0,"5e82eb051593774f97033f26","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e9d818791c76f0386092c4f","VoteCommentaire","positive","20/04/2020 11:03:35","5e681f14d0ac9ac87a631cca",0,0,0,"5e9d780791c76f0386092c17","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ec5882b91c76f0386092dc0","VoteCommentaire","positive","20/05/2020 19:42:35","5e681f14d0ac9ac87a631cca",0,0,0,"5ec5873491c76f0386092db1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ed3754591c76f0386093043","VoteCommentaire","positive","31/05/2020 09:13:41","5e681f14d0ac9ac87a631cca",0,0,0,"5ed3743591c76f0386093032","Masqué","18-29",,"Étudiant-e",
"2- Les enjeux éthiques de l'identité numérique","5e6820ebd0ac9ac87a631ce2","Commentaire","Mise en place d’un comité éthique sur l’identité numérique  ayant une capacité d’audit; pouvant missionner des tests d’intrusions; pouvant auditer les comptes; s’assurer que les budgets sont suffisant pour assurer la sécurité du dispositif; pouvàt auditer les prestataires techniques; pouvant ordonner l’arrêt momentané de la solution en cas de risque majeur...","10/03/2020 23:21:15","5e6820ebd0ac9ac87a631ce2",13,0,2,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e6899b8d0ac9ac87a631d09","VoteCommentaire","positive","11/03/2020 07:56:40","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e689904d0ac9ac87a631cfd","Masqué","50-65",76620,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e69fa6fd0ac9ac87a631dcb","VoteCommentaire","positive","12/03/2020 09:01:35","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e69fa8cd0ac9ac87a631dd1","Reponse","Bonjour;
La CNIL est un bel acteur pour cela.","12/03/2020 09:02:04","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6a4d90d0ac9ac87a631e12","VoteCommentaire","positive","12/03/2020 14:56:16","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e6a4cf3d0ac9ac87a631e09","Masqué","50-65",13530,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e6bf43fd0ac9ac87a631f39","Reponse","Cnil + un bras armé technique qui a la possibilité de tester; auditer; réaliser des tests d’intrusion; de faire une veille technique; ...
","13/03/2020 20:59:43","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e6cbbc5d0ac9ac87a631fba","VoteCommentaire","positive","14/03/2020 11:11:01","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6ce72ad0ac9ac87a632005","VoteCommentaire","positive","14/03/2020 14:16:10","5e6820ebd0ac9ac87a631ce2",0,0,0,"5c88e0f0a7e4fe00a4f83753","Masqué","50-65",31500,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6e05e1d0ac9ac87a632070","VoteCommentaire","positive","15/03/2020 10:39:29","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e729b91d0ac9ac87a632142","VoteCommentaire","positive","18/03/2020 22:07:13","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e729b37d0ac9ac87a63213f","Masqué","65 ou plus",73100,"Retraité-e",
"2- Les enjeux éthiques de l'identité numérique","5e75f574d0ac9ac87a63219e","VoteCommentaire","positive","21/03/2020 11:07:32","5e6820ebd0ac9ac87a631ce2",0,0,0,"5ce8f93fc745cd0340e3d087","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e8300321593774f97033fe0","VoteCommentaire","positive","31/03/2020 08:32:50","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e82eb051593774f97033f26","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e9d81fd91c76f0386092c57","VoteCommentaire","positive","20/04/2020 11:05:33","5e6820ebd0ac9ac87a631ce2",0,0,0,"5e9d780791c76f0386092c17","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ec58a5491c76f0386092dd0","VoteCommentaire","positive","20/05/2020 19:51:48","5e6820ebd0ac9ac87a631ce2",0,0,0,"5ec5873491c76f0386092db1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5ecbe30b91c76f0386092f27","VoteCommentaire","positive","25/05/2020 15:23:55","5e6820ebd0ac9ac87a631ce2",0,0,0,"5ecbcecb91c76f0386092f0c","Masqué",,74000,,
"2- Les enjeux éthiques de l'identité numérique","5ed1875c91c76f0386092fdb","VoteCommentaire","positive","29/05/2020 22:06:20","5e6820ebd0ac9ac87a631ce2",0,0,0,"5ed1866a91c76f0386092fd8","Masqué","18-29",75116,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e68220ed0ac9ac87a631ce9","Commentaire","Création d’une identité numérique auprès des antennes de préfectures par des agents d’état assermentés et qualifiés sur la détection des fausses identités.
Mission régalienne de contrôle qui ne doit pas être déléguée à un prestataire privé ou un tiers qui ne soit pas du ministère de l’intérieur.","10/03/2020 23:26:06","5e68220ed0ac9ac87a631ce9",7,2,0,"5e680704d0ac9ac87a631c43","Masqué",,75000,,
"2- Les enjeux éthiques de l'identité numérique","5e6899a7d0ac9ac87a631d07","VoteCommentaire","positive","11/03/2020 07:56:23","5e68220ed0ac9ac87a631ce9",0,0,0,"5e689904d0ac9ac87a631cfd","Masqué","50-65",76620,"Fonctionnaire ou contractuel-le du secteur public",
"2- Les enjeux éthiques de l'identité numérique","5e68aee0d0ac9ac87a631d1b","VoteCommentaire","positive","11/03/2020 09:26:56","5e68220ed0ac9ac87a631ce9",0,0,0,"5e68a67dd0ac9ac87a631d0f","Masqué","50-65",67114,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e69fb04d0ac9ac87a631ddf","VoteCommentaire","negative","12/03/2020 09:04:04","5e68220ed0ac9ac87a631ce9",0,0,0,"5e69f693d0ac9ac87a631da1","Masqué",,,,
"2- Les enjeux éthiques de l'identité numérique","5e6cb6bad0ac9ac87a631f9d","VoteCommentaire","positive","14/03/2020 10:49:30","5e68220ed0ac9ac87a631ce9",0,0,0,"5e6cb098d0ac9ac87a631f7e","Masqué","30-49",28230,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e6e05f0d0ac9ac87a632072","VoteCommentaire","positive","15/03/2020 10:39:44","5e68220ed0ac9ac87a631ce9",0,0,0,"5e6e044fd0ac9ac87a632049","Masqué","50-65",78480,"Salarié-e du secteur privé",
"2- Les enjeux éthiques de l'identité numérique","5e7245c1d0ac9ac87a632134","VoteCommentaire","positive","18/03/2020 16:01:05","5e68220ed0ac9ac87a631ce9",0,0,0,"5e724372d0ac9ac87a632116","Masqué","18-29",75018,"Étudiant-e",
